word,phonetic,translation,example,example_translation,level,difficulty,topic,subtopic,exam_tags,part_of_speech
arrangement,/ɝˈeɪndʒmənt/,安排,The travel agent made all the necessary arrangements for our business trip.,旅行社為我們的商務旅行安排了所有必要的安排。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
arrangements,/ɝˈeɪndʒmənts/,安排,The travel agency is handling all the flight and hotel arrangements for the conference.,旅行社正在為會議處理所有航班和酒店的安排。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
arrival,/ɝˈaɪvəɫ/,抵達,The scheduled arrival of the shipment is next Monday.,貨物預計下週一抵達。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n.
arrive,/ɝˈaɪv/,抵達,The flight is scheduled to arrive at 10:00 AM.,航班預計於上午 10:00 抵達。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",v.
arrived,/ɝˈaɪvd/,抵達,The shipment arrived at the warehouse on schedule.,貨物已如期抵達倉庫。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",v.
arriving,/ɝˈaɪvɪŋ/,抵達,The flight is arriving at Gate 12 on time.,航班預計準時抵達 12 號登機門。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",v./adj.
art,/ˈɑɹt/,藝術品，藝術創作,The company commissioned a local artist to create artwork for the new office lobby.,公司委託一位當地藝術家為新辦公室大廳創作藝術品。,Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
article,"/ˈɑɹtəkəɫ/, /ˈɑɹtɪkəɫ/",文章,The company newsletter includes an article on the new marketing strategy.,公司電子報包含一篇關於新行銷策略的文章。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
artist,"/ˈɑɹtəst/, /ˈɑɹtɪst/",藝術家,The company hired an artist to create a unique logo for their new product line.,該公司聘請了一位藝術家為他們的新產品線設計一個獨特的標誌。,Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
asap,"/ˈeɪˈɛˈseɪˈpi/, /ˈeɪˌsæp/",盡快,Please send me the report ASAP.,請盡快將報告發給我。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adv.
ask,/ˈæsk/,動詞：詢問，提問,Could you ask him to call me back?,你能請他回電給我嗎？,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v./n.
asks,/ˈæsks/,詢問,The interviewer asks several questions to assess the candidate's skills.,面試官提出幾個問題以評估候選人的技能。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",v.
assignment,/əˈsaɪnmənt/,作業,The manager assigned each team member a specific assignment to ensure project completion.,經理將特定的作業指派給每位團隊成員，以確保專案完成。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
assistance,/əˈsɪstəns/,協助,The IT department provides technical assistance to all employees.,資訊部門為所有員工提供技術支援。,Beginner,1,Marketing,CustomerService,"TOEIC,Reading,Part5,Part7",n.
assistant,/əˈsɪstənt/,協助者,The project manager relies heavily on his assistant to schedule meetings and prepare reports.,專案經理非常依賴他的助理來安排會議和準備報告。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
assisting,/əˈsɪstɪŋ/,協助,The junior staff are assisting the senior managers with the project.,初級員工正在協助高級經理完成專案。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v./adj.
ate,/ˈeɪt/,吃掉,"The company catered the meeting, and everyone ate the delicious sandwiches.",公司為會議提供餐點，每個人都吃了美味的三明治。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",v.
attached,/əˈtætʃt/,附加的,Please find the contract attached to this email.,請查收隨附於此電子郵件的合約。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
attaching,/əˈtætʃɪŋ/,附加,Please find the updated report attached to this email.,請查收本電子郵件所附的最新報告。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
attachment,/əˈtætʃmənt/,附件,Please find the contract details as an attachment to this email.,請查閱此電子郵件的附件，其中包含合約詳情。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
attachments,/əˈtætʃmənts/,附件,Please find the presentation slides and budget proposal as attachments to this email.,請查收此電子郵件的附件，其中包含簡報投影片和預算提案。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
attended,/əˈtɛndɪd/,出席,All employees are required to attend the mandatory safety training session.,所有員工都必須參加強制性的安全培訓課程。,Beginner,1,Corporate,Meetings,"TOEIC,Reading,Part5,Part7",v.
attendees,/əˈtɛnˈdiz/,與會者,The conference organizers expect over 500 attendees this year.,今年會議主辦方預計會有超過 500 位與會者。,Beginner,1,Corporate,Meetings,"TOEIC,Reading,Part5,Part7",n.
attending,/əˈtɛndɪŋ/,出席,All employees are required to attend the mandatory training session.,所有員工都必須參加強制性的培訓課程。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
attends,/əˈtɛndz/,出席,All employees are required to attend the mandatory training session.,所有員工都必須參加強制性的培訓課程。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
attention,/əˈtɛnʃən/,注意,Please give your full attention to the quarterly sales figures during the presentation.,請在簡報期間全神貫注於季度銷售數據。,Beginner,1,Corporate,Meetings,"TOEIC,Reading,Part5,Part7",n.
audience,"/ˈɑdiəns/, /ˈɔdiəns/",聽眾,The speaker needs to engage the audience with compelling visuals and a clear message.,演講者需要透過引人入勝的視覺效果和清晰的信息來吸引聽眾。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n.
autumn,/ˈɔtəm/,秋季,The leaves turn golden and red in autumn.,樹葉在秋天變成金黃色和紅色。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",n.
available,/əˈveɪɫəbəɫ/,可用的,The project manager confirmed that the conference room is available for the meeting next Tuesday.,專案經理確認下週二的會議可以在會議室使用。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj./adv.
ave,/ˈɑˌveɪ/,平均,The company's average profit margin for the last quarter was 15%.,公司上個季的平均利潤率為 15%。,Beginner,1,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n./adv.
average,"/ˈævɝɪdʒ/, /ˈævɹədʒ/, /ˈævɹɪdʒ/",平均值,The company's average sales figures for the quarter were slightly below target.,本季公司的平均銷售額略低於目標。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./adj.
avoid,/əˈvɔɪd/,避免,"To avoid delays, please submit your expense reports by the 5th of each month.",為了避免延遲，請在每個月的 5 日前提交您的費用報表。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
award,/əˈwɔɹd/,獎勵,The company will award a bonus to employees who exceed their sales targets.,公司將會對超過銷售目標的員工頒發獎金。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",n./v.
away,/əˈweɪ/,遠離,The meeting has been moved away from the main conference room due to renovations.,由於裝修，會議已從主會議室移至其他地點。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",adv./preposition
back,/ˈbæk/,名詞：背部,Please send the report back to me for review by Friday.,請在週五前將報告發回給我審閱。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./adv.
background,/ˈbækˌɡɹaʊnd/,指個人或事物過去的經歷，教育，工作等資訊，常用於評估或說明其相關背景。,Please review the candidate's background before scheduling the interview.,請在安排面試前審查應徵者的背景。,Beginner,1,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",n.
backpack,/ˈbækˌpæk/,後背包,The salesperson recommended a lightweight backpack for the business trip.,銷售人員建議一位輕便後背包用於商務旅行。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n.
bad,/ˈbæd/,不好的,The company received some bad news about its sales figures.,該公司收到了關於其銷售數據的一些壞消息。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",adj.
bag,/ˈbæɡ/,用來裝載物品的容器，常見於商務場合指手提袋，公文包或行李。,Please pack your presentation materials in a sturdy bag for the conference.,請將您的簡報資料裝入堅固的包袋，以便參加會議。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
bags,/ˈbæɡz/,袋子,The shipping department needs to pack these fragile items in sturdy bags.,運輸部門需要將這些易碎物品裝入堅固的袋子中。,Beginner,1,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",n.
baker,/ˈbeɪkɝ/,麵包師傅,The hotel is looking for a skilled baker to create fresh pastries for breakfast.,飯店正在尋找一位熟練的麵包師傅，為早餐製作新鮮的糕點。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",n.
bakery,/ˈbeɪkɝi/,麵包店,The company is partnering with a local bakery to provide fresh pastries for the conference attendees.,公司正在與一家當地麵包店合作，為會議參與者提供新鮮的糕點。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",n.
balance,/ˈbæɫəns/,平衡,The company needs to balance its budget to ensure profitability.,公司需要平衡預算以確保盈利能力。,Beginner,1,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n./v.
ball,/ˈbɔɫ/,球; 舞會;  好時光;  勇氣,The children were playing with a colorful ball in the park.,孩子們在公園裡玩一個彩色的球。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",n./v.
bank,/ˈbæŋk/,銀行,The company deposited a large sum of money into the bank last week.,本公司上週將一大筆資金存入銀行。,Beginner,1,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n./v.
banking,/ˈbæŋkɪŋ/,銀行業,The company is seeking a consultant with expertise in international banking regulations.,公司正在尋找一位在國際銀行法規方面有專業知識的顧問。,Beginner,1,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n.
banks,/ˈbæŋks/,銀行,The company is seeking a bank to handle its international transactions.,該公司正在尋找一家銀行來處理其國際交易。,Beginner,1,Finance,Accounting,"TOEIC,Reading,Part5,Part7",n.
based,/ˈbeɪst/,基於,The decision was based on market research and customer feedback.,這個決定是根據市場調查和客戶回饋做出的。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj./v.
basic,/ˈbeɪsɪk/,基本的,The training program covers the basic skills required for new hires.,此培訓計畫涵蓋新進員工所需的基本技能。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
basically,/ˈbeɪsɪkɫi/,基本上,"Basically, the project is on track, but we need to finalize the budget.",基本上，專案進度良好，但我們需要最終確定預算。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adv.
basis,"/ˈbeɪsəs/, /ˈbeɪsɪs/",基礎,The decision was made on the basis of market research.,這個決定是根據市場調查做出的。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./adj.
basket,/ˈbæskət/,籃子,Please put the dirty towels in the laundry basket.,請把髒毛巾放到洗衣籃裡。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",n.
bath,/ˈbæθ/,沐浴，洗澡,"I enjoy taking a long, hot bath after a stressful day at work.",在工作壓力大的一天後，我喜歡泡個熱水澡。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n./v.
bathroom,/ˈbæˌθɹum/,浴室,The hotel room includes a private bathroom with a shower and a hairdryer.,這間酒店房間配備私人浴室，內有淋浴和吹風機。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",n.
bathrooms,"/ˈbæˌθɹumz/, /ˈbɑˌθɹumz/",洗手間，衛生間,The building's bathrooms are being renovated to improve accessibility.,這棟大樓的洗手間正在翻新，以提高無障礙性。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
beach,/ˈbitʃ/,沙灘,The resort offers complimentary shuttle service to the beach.,該度假村提供免費接駁服務到沙灘。,Beginner,1,Travel,Transit,"TOEIC,Reading,Part5,Part7",n.
beautiful,/ˈbjutəfəɫ/,美麗的,The marketing campaign highlighted the beautiful design of the new smartphone.,行銷活動強調了這款新智慧型手機的美麗設計。,Beginner,1,Marketing,Sales,"TOEIC,Reading,Part5,Part7",adj.
became,"/biˈkeɪm/, /bɪˈkeɪm/",成為，變成,The company became a leader in the renewable energy sector after years of research and development.,經過多年的研究與開發，該公司成為了再生能源領域的領導者。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
because,"/bɪˈkɑz/, /bɪˈkəz/, /bɪˈkɔz/, /bɪkəz/",因為,I couldn't attend the meeting because I had a prior engagement.,我無法出席會議，因為我已有先前的約會。,Beginner,1,Corporate,Communication,"TOEIC,Reading,Part5,Part7",conjunction
become,/bɪˈkəm/,成為,The company aims to become a leader in the renewable energy sector.,該公司旨在成為可再生能源領域的領先者。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
becomes,/bɪˈkəmz/,變成,The company's new policy becomes effective on January 1st.,公司的新規於 1 月 1 日生效。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
bed,/ˈbɛd/,床,The hotel room has a comfortable king-size bed.,這間旅館房間有一張舒適的特大號床。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",n./v.
bedroom,/ˈbɛˌdɹum/,臥室,The hotel room features a comfortable bedroom with a king-size bed and a private balcony.,這間飯店房間設有舒適的臥室，配備一張特大床和一個私人陽台。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",n.
bedrooms,/ˈbɛˌdɹumz/,臥室,"The hotel offers a variety of room types, from single bedrooms to spacious suites.",這家飯店提供多種房型，從單人臥室到寬敞套房。,Beginner,1,Travel,Dining,"TOEIC,Reading,Part5,Part7",n.
before,"/ˌbiˈfɔɹ/, /bɪˈfɔɹ/",在...之前,Please submit your report before Friday.,請在星期五之前提交您的報告。,Beginner,1,Corporate,GeneralBusiness,"TOEIC,Reading,Part5,Part7",preposition/conjunction
began,"/biˈɡæn/, /bɪˈɡæn/",開始,"The project began on schedule, despite initial setbacks.",儘管一開始遇到一些阻礙，專案仍然按計劃開始。,Beginner,1,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
