word,phonetic,translation,example,example_translation,level,difficulty,topic,subtopic,exam_tags,part_of_speech
friend,/ˈfɹɛnd/,朋友,She has been my best friend since elementary school.,她從國小就是我最好的朋友。,toeic_advanced,2,Corporate,Communication,"TOEIC,Reading,Part5,Part7",n./v.
further,/ˈfɝðɝ/,更進一步,"To improve efficiency, we need to investigate this issue further.",為了提高效率，我們需要進一步調查這個問題。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",adv./adj.
future,/ˈfjutʃɝ/,未來,The company is investing heavily in future technologies to maintain its competitive edge.,為了保持競爭優勢，公司正在大力投資未來技術。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",n./adj.
garage,/ɡɝˈɑʒ/,車庫,The company is considering renting additional garage space to store excess inventory.,公司正在考慮租用額外的車庫空間來存放多餘的庫存。,toeic_advanced,2,Logistics,SupplyChain,"TOEIC,Reading,Part5,Part7",n.
garbage,/ˈɡɑɹbɪdʒ/,廢棄物,The office manager reminded everyone to properly dispose of garbage in designated bins.,辦公室經理提醒每個人將垃圾妥善地丟入指定的垃圾桶。,toeic_advanced,2,Corporate,Logistics,"TOEIC,Reading,Part5,Part7",n.
garden,/ˈɡɑɹdən/,花園,The hotel boasts a beautiful garden where guests can relax and enjoy the scenery.,這家飯店擁有美麗的花園，讓客人可以放鬆身心，欣賞美景。,toeic_advanced,2,Travel,Hospitality,"TOEIC,Reading,Part5,Part7",n.
gather,/ˈɡæðɝ/,聚集,The team will gather in the conference room at 9:00 AM for the project kickoff meeting.,團隊將於上午 9:00 在會議室聚集，以開始專案啟動會議。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
general,/ˈdʒɛnɝəɫ/,一般的，普遍的,Please provide a general overview of the project timeline before the client meeting.,請在客戶會議前提供一個關於專案時間表的概括性概述。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n./adj.
global,/ˈɡɫoʊbəɫ/,全球性的,Our company is expanding its operations to become a global player in the software market.,我們公司正在擴展業務，旨在成為軟體市場中的全球領先企業。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",adj.
gold,/ˈɡoʊɫd/,黃金,The company's assets include a significant amount of gold reserves.,該公司的資產包括大量的黃金儲備。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",n.
greater,/ˈɡɹeɪtɝ/,更大的,The company's profits increased by a greater percentage this quarter compared to last year.,與去年相比，本季公司的利潤增長百分比更高。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",adj./adv.
grocery,/ˈɡɹoʊsɝi/,食品雜貨,The company needs to order groceries for the employee cafeteria.,公司需要為員工餐廳訂購食品雜貨。,toeic_advanced,2,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
groups,/ˈɡɹups/,群體,The marketing team is divided into smaller groups to handle different campaigns.,行銷團隊被分成幾個小組來處理不同的活動。,toeic_advanced,2,Marketing,Advertising,"TOEIC,Reading,Part5,Part7",n.
growing,/ˈɡɹoʊɪŋ/,持續增長的,The company is experiencing a growing demand for its eco‑friendly products.,公司正面臨對其環保產品日益增長的需求。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",adj./v.
growth,/ˈɡɹoʊθ/,增長,The company experienced significant growth in its overseas market last year.,去年，該公司在海外市場取得了顯著增長。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n./v.
habits,/ˈhæbəts/,習慣,Breaking bad habits is crucial for improving productivity in the workplace.,戒除不良習慣對於提高工作場所的生產力至關重要。,toeic_advanced,2,Manufacturing,Production,"TOEIC,Reading,Part5,Part7",n.
half,/ˈhæf/,一半,The company offered a half-price discount on all remaining inventory.,公司對所有剩餘庫存提供半價折扣。,toeic_advanced,2,Logistics,SupplyChain,"TOEIC,Reading,Part5,Part7",n./adj.
happen,/ˈhæpən/,發生,"Due to unforeseen circumstances, the meeting will happen on Thursday instead of Wednesday.",由於突發狀況，會議將在星期四舉行，而不是星期三。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
happens,/ˈhæpənz/,發生,Unexpected delays often happen during peak shipping seasons.,在高峰運輸季節，經常會發生意料之外的延遲。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
harder,/ˈhɑɹdɝ/,更困難的,The project manager assigned me a harder task to test my skills.,專案經理分配給我一個更困難的任務來考驗我的技能。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj./adv.
health,/ˈhɛɫθ/,健康,The company offers comprehensive health insurance to all full-time employees.,公司為所有全職員工提供全面的健康保險。,toeic_advanced,2,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",n.
healthy,/ˈhɛɫθi/,健康的,The company promotes a healthy work-life balance to improve employee morale and productivity.,公司提倡健康的工作與生活平衡，以提升員工士氣和生產力。,toeic_advanced,2,Manufacturing,Production,"TOEIC,Reading,Part5,Part7",adj.
helpful,/ˈhɛɫpfəɫ/,有幫助的,The training program was incredibly helpful in improving my presentation skills.,這項培訓計畫對提升我的簡報技巧非常有幫助。,toeic_advanced,2,Corporate,Communication,"TOEIC,Reading,Part5,Part7",adj.
herself,/hɝˈsɛɫf/,她自己,She handled the project entirely by herself.,她完全靠自己處理了這個專案。,toeic_advanced,2,Corporate,Communication,"TOEIC,Reading,Part5,Part7",pronoun
highly,/ˈhaɪɫi/,非常地,The company values employees who demonstrate a highly professional attitude.,公司重視展現高度專業態度的員工。,toeic_advanced,2,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",adv.
himself,/hɪmˈsɛɫf/,自己,He taught himself how to use the new software.,他自學了如何使用新的軟體。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",pronoun
hiring,/ˈhaɪɹɪŋ/,招聘,The company is hiring three new sales representatives to expand its market coverage.,公司正在招聘三名新銷售代表，以擴大市場覆蓋率。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n./v.
history,/ˈhɪstɝi/,歷史,The company's history of innovation has made it a leader in the industry.,公司在創新方面的歷史使其成為業界的領導者。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",n.
holding,/ˈhoʊɫdɪŋ/,持有,The company is holding a conference call to discuss the quarterly results.,該公司正在召開電話會議以討論季度業績。,toeic_advanced,2,Travel,Hospitality,"TOEIC,Reading,Part5,Part7",v./adj.
hoping,/ˈhoʊpɪŋ/,期望，盼望,We are hoping for a positive response from the potential investor.,我們期望潛在投資人能給予正面的回覆。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",v./adj.
hotter,/ˈhɑtɝ/,溫度更高,"The factory's temperature needs to be maintained at a consistent level, but it's currently running hotter than usual.",工廠的溫度需要維持在穩定的水平，但目前比平常熱。,toeic_advanced,2,Manufacturing,Production,"TOEIC,Reading,Part5,Part7",adj./adv.
however,/ˌhaʊˈɛvɝ/,然而,"The project is behind schedule; however, we are working diligently to catch up.",專案已落後進度；然而，我們正在努力趕上。,toeic_advanced,2,Corporate,Communication,"TOEIC,Reading,Part5,Part7",adv./conjunction
humans,/ˈhjumənz/,人類,The company is investing in training programs to improve the skills of its humans.,公司正在投資培訓計畫，以提升其員工的技能。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",n.
hundred,/ˈhəndɝd/,一百,There are a hundred employees working in this building.,這棟大樓裡有一百名員工在工作。,toeic_advanced,2,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",numeral/n.
images,/ˈɪmədʒəz/,影像，圖片，或視覺呈現的資料。,The marketing team needs high-resolution images for the new product campaign.,行銷團隊需要高解析度的圖片來宣傳新產品。,toeic_advanced,2,CorporateGovernance,CorporateStrategy,"TOEIC,Reading,Part5,Part7",n.
imagine,/ˌɪˈmædʒən/,想像，設想，尤其指在商業情境中，預見未來趨勢或可能性。,Let's imagine the worst-case scenario and develop a contingency plan.,讓我們想像最壞的情況，並制定應急計畫。,toeic_advanced,2,Corporate,Operations,"TOEIC,Reading,Part5,Part7",v.
increasing,/ˌɪnˈkɹisɪŋ/,逐漸增加的,The company reported increasing profits in the last quarter.,該公司在上一季報告了利潤的增長。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",adj./adv.
inside,/ˈɪnˌsaɪd/,在...內部,Please leave the report inside the designated folder.,請將報告放在指定的資料夾裡。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",preposition/adv.
instead,/ˌɪnˈstɛd/,代替,"Due to unforeseen circumstances, we will use a different vendor instead.",由於突發狀況，我們將改用不同的供應商。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adv./preposition
invited,/ˌɪnˈvaɪtəd/,被邀請,Our CEO invited several key clients to the product launch event.,我們的 CEO 邀請了幾位重要客戶參加產品發布會。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",v.
involve,/ˌɪnˈvɑɫv/,包含，涉及，牽涉到,This project involves a significant amount of research and development.,這個專案牽涉到大量的研究和開發。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",v.
issues,/ˈɪʃuz/,問題，爭議，議題,The company is facing several key issues related to supply chain disruptions.,公司正面臨幾個與供應鏈中斷相關的重要議題。,toeic_advanced,2,Logistics,Transit,"TOEIC,Reading,Part5,Part7",n.
itself,/ˌɪtˈsɛɫf/,它自己,The company prides itself on its innovative technology.,這家公司以其創新的技術為傲。,toeic_advanced,2,Technical,ITSupport,"TOEIC,Reading,Part5,Part7",pronoun
jacket,/ˈdʒækət/,外套,He brought an extra jacket in case the office gets chilly.,他帶了一件額外的外套，以防辦公室裡變得寒冷。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
january,/ˈdʒænjuˌɛɹi/,一月，農曆新年期間，通常是公司年度計畫審查和預算規劃的重要月份。,The annual budget review will take place in January.,年度預算審查將在元月進行。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",n.
joining,/ˈdʒɔɪnɪŋ/,加入,New employees are joining the company next week.,新員工下週將加入公司。,toeic_advanced,2,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",v./adj.
jumped,/ˈdʒəmpt/,躍起,The employee jumped at the opportunity to lead the new project.,這位員工非常樂意抓住機會，帶領新的專案。,toeic_advanced,2,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",v.
kilometer,/ˈkɪɫəˌmitɝ/,公里 (公尺的一千倍,The nearest gas station is about five kilometers from here.,最近的加油站離這裡大約五公里。,toeic_advanced,2,Travel,Transit,"TOEIC,Reading,Part5,Part7",n.
kilometers,/ˈkɪɫəˌmitɝz/,公里，公里的單位,The delivery service guarantees a maximum distance of 500 kilometers for overnight shipping.,該快遞服務保證隔夜運送的距離上限為 500 公里。,toeic_advanced,2,Logistics,Transit,"TOEIC,Reading,Part5,Part7",n.
laptop,/ˈɫæpˌtɑp/,筆記型電腦，便攜式電腦，適用於辦公和移動工作。,The IT department is providing each employee with a new laptop to improve productivity.,資訊部門為提高生產力，為每位員工提供新的筆記型電腦。,toeic_advanced,2,Manufacturing,Production,"TOEIC,Reading,Part5,Part7",n.
lately,/ˈɫeɪtɫi/,近來,The company has been focusing on improving employee satisfaction lately.,公司最近一直在專注於提升員工滿意度。,toeic_advanced,2,HumanResources,Compensation,"TOEIC,Reading,Part5,Part7",adv.
latest,/ˈɫeɪtəst/,最新的,Please review the latest version of the report before the meeting.,會議前請審閱報告的最新版本。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",adj.
lawyer,/ˈɫɔɪɝ/,律師,The company hired a lawyer to review the contract before signing.,簽署合約前，公司聘請了一位律師來審閱。,toeic_advanced,2,Legal,Contracts,"TOEIC,Reading,Part5,Part7",n.
leader,/ˈɫidɝ/,領導者,The company is looking for a strong leader to head the new marketing department.,公司正在尋找一位強有力的領導者來領導新的行銷部門。,toeic_advanced,2,Marketing,Sales,"TOEIC,Reading,Part5,Part7",n.
leaders,/ˈɫidɝz/,領導者,The company is seeking strong leaders to drive innovation and growth.,該公司正在尋找強有力的領導者來推動創新和增長。,toeic_advanced,2,HumanResources,Recruitment,"TOEIC,Reading,Part5,Part7",n.
leaves,/ˈɫivz/,葉子,"The company is experiencing a high turnover of leaves this quarter, impacting project timelines.",本季度公司離職率很高，影響了專案進度。,toeic_advanced,2,Corporate,Operations,"TOEIC,Reading,Part5,Part7",n./v.
length,/ˈɫɛŋkθ/,長度,The report needs to be concise; keep the length under two pages.,這份報告需要簡潔；將長度控制在兩頁以內。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
lesson,/ˈɫɛsən/,課程，教學單元,The training program consists of several lessons on project management.,這項培訓計畫包含幾個關於專案管理的課程。,toeic_advanced,2,Corporate,DailyWork,"TOEIC,Reading,Part5,Part7",n.
letter,/ˈɫɛtɝ/,書信,Please send a formal letter of complaint to the supplier regarding the delayed shipment.,請將關於延遲交貨的正式投訴信件寄給供應商。,toeic_advanced,2,Logistics,Transit,"TOEIC,Reading,Part5,Part7",n./v.
letters,/ˈɫɛtɝz/,信件,The accounting department needs to review all incoming letters for potential invoices.,會計部門需要審閱所有收到的信件，以查找潛在的發票。,toeic_advanced,2,Finance,Investment,"TOEIC,Reading,Part5,Part7",n.
levels,/ˈɫɛvəɫz/,層級,"The company has three management levels: executive, middle, and supervisory.",公司有三個管理層級：高階、中階與基層主管。,toeic_advanced,2,CorporateGovernance,CorporateStrategy,"TOEIC,Reading,Part5,Part7",n./v.
